ticket_id,ticket_text,category
TKT-112296,Verification process stuck while using net banking,KYC Verification
TKT-112297,Fund transfer processing slowly during checkout,Transaction Delay
TKT-112298,KYC documents under review while using net banking,KYC Verification
TKT-112299,Address proof not accepted on web portal,KYC Verification
TKT-112300,Service unavailable during API request on web portal,API Failure
TKT-112301,Unable to complete payment via UPI in mobile application,Payment Failure
TKT-112302,Refund initiated but not credited in mobile application,Refund Request
TKT-112303,Card used without authorization for last 2 hours,Fraud Alert
TKT-112304,Refund not received after cancellation after latest update,Refund Request
TKT-112305,Identity verification rejected during peak traffic,KYC Verification
TKT-112306,Invalid response from backend API during checkout,API Failure
TKT-112307,Unauthorized transaction detected after retrying multiple times,Fraud Alert
TKT-112308,User account temporarily suspended during checkout,Account Locked
TKT-112309,Suspicious debit from unknown merchant during checkout,Fraud Alert
TKT-112310,Gateway timeout while calling payment API in mobile application,API Failure
TKT-112311,Invalid response from backend API since morning,API Failure
TKT-112312,Bank transfer taking too long after latest update,Transaction Delay
TKT-112313,Address proof not accepted since morning,KYC Verification
TKT-112314,PAN verification unsuccessful for international transaction,KYC Verification
TKT-112315,Amount debited but booking failed while using net banking,Payment Failure
TKT-112316,Unable to renew premium subscription on web portal,Subscription Issue
TKT-112317,Cancelled order but refund pending in mobile application,Refund Request
TKT-112318,Pending payment not updated after latest update,Transaction Delay
TKT-112319,Incorrect refund amount received in mobile application,Refund Request
TKT-112320,Possible phishing attempt reported after latest update,Fraud Alert
TKT-112321,Fund transfer processing slowly during checkout,Transaction Delay
TKT-112322,Transaction failed but money debited during peak traffic,Payment Failure
TKT-112323,Subscription upgrade not reflecting for international transaction,Subscription Issue
TKT-112324,Request failing with status code 503 after latest update,API Failure
TKT-112325,Webhook endpoint not responding since morning,API Failure
TKT-112326,User account temporarily suspended on web portal,Account Locked
TKT-112327,Unrecognized transaction in statement while using net banking,Fraud Alert
TKT-112328,Need refund for duplicate payment on web portal,Refund Request
TKT-112329,Login blocked after suspicious activity after retrying multiple times,Account Locked
TKT-112330,Cancelled order but refund pending during peak traffic,Refund Request
TKT-112331,Gateway timeout while calling payment API for international transaction,API Failure
TKT-112332,Gateway timeout while calling payment API during peak traffic,API Failure
TKT-112333,Premium features inaccessible for international transaction,Subscription Issue
TKT-112334,Auto renewal not working for international transaction,Subscription Issue
TKT-112335,Premium features inaccessible after latest update,Subscription Issue
TKT-112336,Unauthorized transaction detected since morning,Fraud Alert
TKT-112337,Unable to renew premium subscription on web portal,Subscription Issue
TKT-112338,Login blocked after suspicious activity after latest update,Account Locked
TKT-112339,Verification process stuck after retrying multiple times,KYC Verification
TKT-112340,Invalid response from backend API in mobile application,API Failure
TKT-112341,Bank transfer taking too long for last 2 hours,Transaction Delay
TKT-112342,Fund transfer processing slowly during peak traffic,Transaction Delay
TKT-112343,API returning 500 internal server error for last 2 hours,API Failure
TKT-112344,Subscription cancelled unexpectedly while using net banking,Subscription Issue
TKT-112345,Unable to complete payment via UPI for international transaction,Payment Failure
TKT-112346,Payment stuck in pending state on web portal,Transaction Delay
TKT-112347,Transaction failed but money debited after retrying multiple times,Payment Failure
TKT-112348,Payment deducted but order not confirmed in mobile application,Payment Failure
TKT-112349,Refund delayed for failed transaction while using net banking,Refund Request
TKT-112350,Online payment not processing during checkout,Payment Failure
TKT-112351,Subscription cancelled unexpectedly since morning,Subscription Issue
TKT-112352,Suspicious debit from unknown merchant for international transaction,Fraud Alert
TKT-112353,Refund status not updated in mobile application,Refund Request
TKT-112354,Online payment not processing during peak traffic,Payment Failure
TKT-112355,Account locked due to multiple failed attempts for international transaction,Account Locked
TKT-112356,Premium features inaccessible while using net banking,Subscription Issue
TKT-112357,Webhook endpoint not responding while using net banking,API Failure
TKT-112358,Service unavailable during API request after latest update,API Failure
TKT-112359,Received fraud alert notification after retrying multiple times,Fraud Alert
TKT-112360,Verification process stuck after retrying multiple times,KYC Verification
TKT-112361,Gateway timeout while calling payment API on web portal,API Failure
TKT-112362,Amount debited but booking failed for international transaction,Payment Failure
TKT-112363,Refund initiated but not credited on web portal,Refund Request
TKT-112364,UPI transaction still processing on web portal,Transaction Delay
TKT-112365,Frequent API connection resets for international transaction,API Failure
TKT-112366,Incorrect refund amount received for international transaction,Refund Request
TKT-112367,Subscription upgrade not reflecting during peak traffic,Subscription Issue
TKT-112368,Fraudulent transfer detected during checkout,Fraud Alert
TKT-112369,Address proof not accepted for international transaction,KYC Verification
TKT-112370,Payment gateway returned error during peak traffic,Payment Failure
TKT-112371,Invalid response from backend API for last 2 hours,API Failure
TKT-112372,Document upload failed during KYC for last 2 hours,KYC Verification
TKT-112373,Unknown device accessed account during peak traffic,Fraud Alert
TKT-112374,Frequent API connection resets during checkout,API Failure
TKT-112375,OTP verification not working in mobile application,Account Locked
TKT-112376,Gateway timeout while calling payment API after retrying multiple times,API Failure
TKT-112377,Forgot password link expired for international transaction,Account Locked
TKT-112378,Document upload failed during KYC during peak traffic,KYC Verification
TKT-112379,Account locked due to multiple failed attempts after latest update,Account Locked
TKT-112380,Verification process stuck in mobile application,KYC Verification
TKT-112381,Verification process stuck after retrying multiple times,KYC Verification
TKT-112382,Billing issue for subscription plan during peak traffic,Subscription Issue
TKT-112383,Identity verification rejected for last 2 hours,KYC Verification
TKT-112384,Identity verification rejected since morning,KYC Verification
