incident_title,affected_users,cpu_usage,error_rate,severity
Search response degraded,9100,65,21,Medium
High error rate detected,25608,76,57,High
Memory usage elevated,1187,37,6,Low
Backup delay detected,1718,50,6,Low
Intermittent connection issues,2233,79,14,Medium
Payment gateway unavailable,75568,87,94,Critical
Core API crash,49618,97,78,Critical
Production database down,49561,93,83,Critical
Login API timeout,20811,90,44,High
CPU threshold warning,480,66,1,Low
Production database down,53231,93,50,Critical
CPU threshold warning,1098,45,8,Low
CPU threshold warning,722,65,2,Low
Core API crash,78074,93,67,Critical
Elevated latency observed,7183,61,11,Medium
Elevated latency observed,4641,79,11,Medium
CPU threshold warning,1414,73,5,Low
Disk usage warning,178,42,4,Low
Backup delay detected,787,67,7,Low
Intermittent connection issues,4137,78,15,Medium
Disk usage warning,131,70,8,Low
Authentication service outage,21940,92,84,Critical
Elevated latency observed,4864,55,14,Medium
Production database down,64770,90,77,Critical
Message queue backlog,23306,81,23,High
Memory usage elevated,1402,56,9,Low
Backup delay detected,1688,46,9,Low
Routine maintenance notice,0,40,0,Informational
High error rate detected,23387,92,45,High
Routine maintenance notice,0,37,0,Informational
Login API timeout,7431,89,31,High
Cache miss increase,6698,72,10,Medium
Login API timeout,11150,94,52,High
Intermittent connection issues,1244,76,18,Medium
Core API crash,70634,87,86,Critical
Message queue backlog,25804,77,47,High
Payment gateway unavailable,30510,88,52,Critical
Regional service degradation,12032,81,56,High
Login API timeout,28020,92,41,High
Intermittent connection issues,6900,56,25,Medium
Routine maintenance notice,0,5,0,Informational
Intermittent connection issues,2200,57,8,Medium
Regional service degradation,22163,86,22,High
Capacity report generated,0,38,0,Informational
Cache miss increase,4541,82,21,Medium
Core API crash,44842,97,49,Critical
Login API timeout,17865,84,29,High
Search response degraded,7314,63,20,Medium
Search response degraded,971,72,5,Medium
Elevated latency observed,4504,76,24,Medium
Payment gateway unavailable,86494,85,51,Critical
Search response degraded,8669,77,25,Medium
Intermittent connection issues,1275,58,19,Medium
Backup delay detected,524,48,1,Low
Elevated latency observed,7618,68,17,Medium
Regional service degradation,26460,93,54,High
Memory usage elevated,148,56,2,Low
Memory usage elevated,1562,58,4,Low
Elevated latency observed,8902,83,14,Medium
Monitoring alert review,0,28,0,Informational
Disk usage warning,249,72,2,Low
Routine maintenance notice,0,37,0,Informational
Intermittent connection issues,5453,68,7,Medium
Backup delay detected,142,47,3,Low
Cache miss increase,6229,82,15,Medium
Capacity report generated,0,40,0,Informational
Monitoring alert review,0,28,0,Informational
Elevated latency observed,9822,56,7,Medium
Routine maintenance notice,0,9,0,Informational
Memory usage elevated,1559,72,6,Low
Disk usage warning,176,54,3,Low
Cache miss increase,9824,83,16,Medium
Core API crash,33338,88,86,Critical
SSL expires in 10 days,0,46,0,Informational
Login API timeout,21578,91,36,High
CPU threshold warning,1648,46,2,Low
Elevated latency observed,3609,64,16,Medium
Regional service degradation,12170,79,30,High
Regional service degradation,18605,89,44,High
Routine maintenance notice,0,22,0,Informational
CPU threshold warning,1930,63,4,Low
Backup delay detected,1939,56,7,Low
Payment gateway unavailable,27380,88,56,Critical
Memory usage elevated,1342,66,1,Low
Elevated latency observed,4507,68,22,Medium
High error rate detected,9419,92,43,High
Authentication service outage,70197,96,64,Critical
Cache miss increase,8118,80,9,Medium
High error rate detected,27329,77,49,High
Login API timeout,22459,92,38,High
Backup delay detected,1573,65,0,Low
Memory usage elevated,676,70,5,Low
Search response degraded,9439,79,19,Medium
Routine maintenance notice,0,16,0,Informational
Search response degraded,7977,61,10,Medium
SSL expires in 10 days,0,34,0,Informational
Monitoring alert review,0,9,0,Informational
Search response degraded,3691,60,29,Medium
Regional service degradation,23200,92,45,High
Routine maintenance notice,0,48,0,Informational
Backup delay detected,504,61,8,Low
Cache miss increase,6706,79,12,Medium
Disk usage warning,888,56,8,Low
Cache miss increase,6357,73,7,Medium
Payment gateway unavailable,95768,89,79,Critical
Message queue backlog,19138,90,51,High
Disk usage warning,896,64,8,Low
Core API crash,67000,93,66,Critical
Memory usage elevated,580,50,1,Low
Routine maintenance notice,0,43,0,Informational
Capacity report generated,0,39,0,Informational
Production database down,66512,88,60,Critical
Search response degraded,2867,66,9,Medium
Regional service degradation,6272,75,48,High
Routine maintenance notice,0,22,0,Informational
Core API crash,29904,86,81,Critical
Elevated latency observed,6796,58,10,Medium
Disk usage warning,1310,73,2,Low
Monitoring alert review,0,28,0,Informational
Login API timeout,18300,78,36,High
Routine maintenance notice,0,18,0,Informational
Capacity report generated,0,38,0,Informational
Memory usage elevated,367,37,0,Low
Capacity report generated,0,30,0,Informational
Capacity report generated,0,28,0,Informational
Memory usage elevated,1994,61,7,Low
Elevated latency observed,8364,62,12,Medium
Elevated latency observed,2760,81,29,Medium
Monitoring alert review,0,44,0,Informational
Intermittent connection issues,7421,83,11,Medium
Intermittent connection issues,8143,74,6,Medium
Authentication service outage,69497,88,82,Critical
Search response degraded,6909,58,27,Medium
Payment gateway unavailable,84747,97,71,Critical
Cache miss increase,991,73,14,Medium
Backup delay detected,1083,69,1,Low
Login API timeout,25885,85,37,High
Authentication service outage,97600,87,53,Critical
CPU threshold warning,25,63,2,Low
Cache miss increase,8664,57,23,Medium
Cache miss increase,7981,62,25,Medium
Cache miss increase,5324,63,17,Medium
Regional service degradation,24943,93,48,High
Monitoring alert review,0,41,0,Informational
CPU threshold warning,1560,50,9,Low
Memory usage elevated,1655,58,8,Low
Login API timeout,18274,75,49,High
Production database down,57752,95,40,Critical
High error rate detected,16132,79,32,High
CPU threshold warning,1274,49,2,Low
Production database down,32924,96,68,Critical
CPU threshold warning,1206,40,0,Low
Cache miss increase,9615,79,27,Medium
CPU threshold warning,567,60,0,Low
Intermittent connection issues,4057,78,21,Medium
Production database down,93104,88,80,Critical
Monitoring alert review,0,43,0,Informational
Elevated latency observed,6793,59,26,Medium
Login API timeout,3260,82,32,High
Search response degraded,6433,68,11,Medium
Cache miss increase,6662,62,25,Medium
Regional service degradation,24597,75,57,High
Cache miss increase,5743,83,5,Medium
Disk usage warning,1744,48,0,Low
Monitoring alert review,0,11,0,Informational
SSL expires in 10 days,0,29,0,Informational
Elevated latency observed,9441,65,20,Medium
Core API crash,78940,87,50,Critical
Monitoring alert review,0,12,0,Informational
Intermittent connection issues,5464,72,19,Medium
Search response degraded,4670,71,22,Medium
Regional service degradation,24256,81,21,High
Capacity report generated,0,38,0,Informational
Backup delay detected,593,53,8,Low
Disk usage warning,1937,37,0,Low
Disk usage warning,1246,48,9,Low
Search response degraded,3156,55,26,Medium
Search response degraded,7176,74,13,Medium
SSL expires in 10 days,0,28,0,Informational
Search response degraded,8312,82,6,Medium
Core API crash,85305,97,57,Critical
Login API timeout,18853,95,30,High
Routine maintenance notice,0,41,0,Informational
Routine maintenance notice,0,42,0,Informational
Monitoring alert review,0,20,0,Informational
Disk usage warning,1813,63,6,Low
Monitoring alert review,0,43,0,Informational
Authentication service outage,55150,88,55,Critical
Capacity report generated,0,47,0,Informational
Elevated latency observed,1052,62,13,Medium
Regional service degradation,17290,85,59,High
Elevated latency observed,7472,74,25,Medium
SSL expires in 10 days,0,11,0,Informational
High error rate detected,9028,77,31,High
Core API crash,58544,96,80,Critical
Message queue backlog,20275,82,41,High
Core API crash,31580,97,53,Critical
Cache miss increase,6464,72,12,Medium
Regional service degradation,10268,84,21,High
Memory usage elevated,1398,36,6,Low
Memory usage elevated,595,40,1,Low
Disk usage warning,1465,44,8,Low
Disk usage warning,1317,62,8,Low
CPU threshold warning,1889,63,0,Low
Login API timeout,18653,85,36,High
Cache miss increase,7586,78,18,Medium
Cache miss increase,973,78,16,Medium
Backup delay detected,560,54,2,Low
Elevated latency observed,9163,61,7,Medium
Elevated latency observed,1052,84,13,Medium
Backup delay detected,637,61,3,Low
Monitoring alert review,0,20,0,Informational
Cache miss increase,9369,69,17,Medium
High error rate detected,6863,87,55,High
Capacity report generated,0,16,0,Informational
Memory usage elevated,333,57,2,Low
Monitoring alert review,0,23,0,Informational
Login API timeout,17151,95,54,High
Routine maintenance notice,0,34,0,Informational
CPU threshold warning,1559,44,9,Low
Memory usage elevated,1195,45,9,Low
Elevated latency observed,5182,61,26,Medium
Routine maintenance notice,0,23,0,Informational
Disk usage warning,1675,74,5,Low
Search response degraded,1116,66,10,Medium
Search response degraded,4315,56,24,Medium
Login API timeout,4954,78,43,High
Authentication service outage,93778,92,54,Critical
Monitoring alert review,0,22,0,Informational
Monitoring alert review,0,27,0,Informational
SSL expires in 10 days,0,26,0,Informational
Disk usage warning,127,48,4,Low
Regional service degradation,24415,86,41,High
Disk usage warning,507,39,1,Low
Memory usage elevated,884,38,4,Low
Routine maintenance notice,0,10,0,Informational
CPU threshold warning,120,49,6,Low
Intermittent connection issues,7405,67,23,Medium
Regional service degradation,10416,77,30,High
CPU threshold warning,516,56,5,Low
Intermittent connection issues,6063,55,13,Medium
Routine maintenance notice,0,48,0,Informational
Elevated latency observed,9185,57,24,Medium
Message queue backlog,18195,85,35,High
Backup delay detected,1787,48,6,Low
Disk usage warning,1442,57,4,Low
Cache miss increase,5850,63,25,Medium
Disk usage warning,287,43,1,Low
Search response degraded,6761,69,14,Medium
Search response degraded,9006,70,26,Medium
Elevated latency observed,7323,66,16,Medium
Disk usage warning,549,62,4,Low
CPU threshold warning,883,37,7,Low
Regional service degradation,3347,83,56,High
Elevated latency observed,2894,61,16,Medium
Login API timeout,22797,85,32,High
Monitoring alert review,0,17,0,Informational
Search response degraded,5614,83,5,Medium
Core API crash,31039,92,44,Critical
Memory usage elevated,1743,43,4,Low
Elevated latency observed,6321,83,7,Medium
Search response degraded,9614,72,10,Medium
Authentication service outage,35251,89,70,Critical
SSL expires in 10 days,0,20,0,Informational
Cache miss increase,3759,74,26,Medium
Cache miss increase,3648,75,9,Medium
Regional service degradation,29301,77,39,High
Production database down,91573,87,92,Critical
Login API timeout,11533,86,58,High
Authentication service outage,39188,92,63,Critical
Disk usage warning,735,36,3,Low
Memory usage elevated,1698,57,0,Low
Login API timeout,20813,94,32,High
CPU threshold warning,347,44,8,Low
Cache miss increase,3683,75,9,Medium
High error rate detected,19156,85,43,High
Routine maintenance notice,0,33,0,Informational
Intermittent connection issues,8132,75,5,Medium
Memory usage elevated,1086,68,2,Low
Backup delay detected,1973,72,3,Low
Disk usage warning,878,47,3,Low
Cache miss increase,2675,63,10,Medium
Disk usage warning,647,72,5,Low
High error rate detected,8736,84,43,High
Disk usage warning,1010,37,6,Low
CPU threshold warning,400,62,0,Low
High error rate detected,14643,84,28,High
Elevated latency observed,848,80,16,Medium
Search response degraded,9611,69,26,Medium
Monitoring alert review,0,34,0,Informational
Capacity report generated,0,13,0,Informational
Search response degraded,7560,71,17,Medium
Login API timeout,20653,91,58,High
Intermittent connection issues,2857,81,6,Medium
Core API crash,79950,91,66,Critical
High error rate detected,26222,80,37,High
CPU threshold warning,1622,42,7,Low
SSL expires in 10 days,0,45,0,Informational
Message queue backlog,12281,95,58,High
Backup delay detected,887,37,8,Low
Memory usage elevated,741,64,2,Low
Monitoring alert review,0,43,0,Informational
Monitoring alert review,0,40,0,Informational
Login API timeout,13488,82,33,High
Regional service degradation,24457,92,24,High
Cache miss increase,8723,64,24,Medium
Regional service degradation,3959,76,36,High
Memory usage elevated,1709,52,5,Low
Message queue backlog,21650,77,36,High
Capacity report generated,0,6,0,Informational
Search response degraded,4510,66,19,Medium
Cache miss increase,4320,60,23,Medium
Message queue backlog,9435,75,24,High
High error rate detected,16645,80,27,High
Core API crash,99673,94,65,Critical
Routine maintenance notice,0,38,0,Informational
Message queue backlog,16831,92,42,High
Regional service degradation,6021,92,30,High
Message queue backlog,10494,85,30,High
Intermittent connection issues,3296,60,24,Medium
Authentication service outage,65936,89,82,Critical
Cache miss increase,3533,78,12,Medium
Elevated latency observed,1614,82,19,Medium
Backup delay detected,779,42,9,Low
Monitoring alert review,0,18,0,Informational
Backup delay detected,232,72,7,Low
CPU threshold warning,713,42,3,Low
CPU threshold warning,560,50,5,Low
Routine maintenance notice,0,25,0,Informational
Regional service degradation,18067,77,46,High
Elevated latency observed,724,75,21,Medium
Core API crash,47568,97,62,Critical
Capacity report generated,0,43,0,Informational
Memory usage elevated,1639,60,2,Low
Backup delay detected,1498,68,7,Low
Memory usage elevated,326,42,2,Low
Backup delay detected,294,74,1,Low
Routine maintenance notice,0,48,0,Informational
Cache miss increase,581,77,14,Medium
